ID,Lon,Lat,Province,Cruise,Station,Depth [m],Bot. Depth [m],Pres [dbar],Salinity [psu],Fluorometer [V],Transmission [proz],pot.Temperature [┬░C],Sigma [kg m-3],Bac_all/ml,Bacterial Biomass Production per hour_[ng C/l/h],Bacterial Biomass Production per day_[microg C/l/d],Bacterial generation time (days)_[days],Glucose turnover rate _[per day],Glucose turnover time_[days],Amino acid turnover rate _[per day],Amino acid turnover time_[days],Chl a_mean chl a [microg/L],Dissolved Inorganic Nutrients_NO X ( microM),NO2 ( microM ),NO3 (microM ),PO4 ( microM ),Si  ( microM ),HNA/ml,LNA/ml,Bac_size [microm],HNA_size [microm],LNA_size [microm],Bac_SSC,HNA_SSC,LNA_SSC,Prokaryotes/ml,Picoplankton/ml,Nanoplankton/ml,Microplankton/ml,Eukaryotes/ml,Prokaryotes rel.microm,Pico rel.microm,Nano rel.microm,Micro rel.microm,Eukaryotes rel.microm,Prokaryotes SSC,Pico SSC,Nano SSC,Micro  SSC,Eukaryotes SSC,Syn/ml,Proc/ml,Syn_size [microm],Proc_size [microm],Syn SSC,Proc SSC,TPN[microg/l],POC [microg/l],Growth rate,DNA_div,DNA_ENS,RNA_div,RNA_ENS,MLD
277_60,-56.91,-62.27556,APLR,PS79,277,60,1486.2,61.0,34.2558,0.1293,98.3761,0.5281,27.4763,1194600.0,153.201138662505,367682732790012.0,4.31262893497141,126215270128753.0,792297159432367.0,195797987419065.0,510730479501666.0,1.05089298316156,23.1236174697728,0.34,22.7836174697728,161.0,71.1607698750896,869126.923076923,320480.76923076896,0.4871567177,0.4878246797,0.4853769821,2014.03,2065.8,1880.5,112.5,535.714285714286,283.928571428571,5.35714285714286,819.6428571428571,0.495586910264,1.75177958314,5.348782938219999,23.258533299099998,3.05785230566,8295.81,76126.23,263254.83,1949672.0,155318.63,7925.6285372457405,0.0,0.841482961842866,0.0,5124.56117168284,0.0,209765052422881.0,941469137370586.0,0.16072497564981,,,,,
277_100,-56.91,-62.27556,APLR,PS79,277,100,1486.2,101.0,34.2587,0.1354,98.4963,0.547,27.4775,1116965.38461538,162.52767306061,390066415345465.0,3.7816576227477596,107438728724229.0,93076306083887.0,106581271552351.0,938251144347456.0,1.01543277995799,22.8769505268607,0.34,22.5369505268607,173.0,72.1260813392795,809896.1538461541,303134.615384615,0.4864265261,0.4870633733,0.4847816729,2020.49,2070.42,1891.41,85.71428571428571,616.071428571429,423.21428571428595,5.35714285714286,1039.28571428571,0.5038970038180001,1.6441118259,5.13430541518,24.3681219871,3.0795348253400006,8840.77,62176.79,245380.78,933041.0,141951.94,9205.80551402439,0.0,0.812267651678251,0.0,5076.72156320707,0.0,189032712951303.0,805609104037285.0,0.18329189199743104,,,,,
277_200,-56.91,-62.27556,APLR,PS79,277,200,1486.2,204.0,34.4734,-0.0229,100.4355,-0.1413,27.6884,198973.076923077,5.2679545940947,126430910258273.0,41.4615238971344,955723358061406.0,104632788511982.0,481113351094042.0,207851226270487.0,0.0290213768323957,30.597417488424696,0.12,30.477417488424695,249.0,83.49785437897941,137203.846153846,59823.07692307691,0.4907399765,0.4916910161,0.4886483189,2103.9,2181.51,1949.03,123.214285714286,64.28571428571429,58.928571428571395,0.0,117.857142857143,0.498436818073,1.83493414414,3.8933998351,0.0,2.85983397202,6661.0,206905.58,190695.0,0.0,206377.77,9148.01579081626,0.0,0.813586488619141,0.0,5078.88113784585,0.0,462813046760857.0,228893522918224.0,0.0167178413962699,,,,,
281_20,-54.54583,-62.08639,APLR,PS79,281,20,738.3,20.0,34.2839,0.1601,98.78200000000001,0.4026,27.5062,530792.307692308,35.8549184381683,860518042516039.0,8.08554077373764,253628605397231.0,394277293144363.0,929485116014237.0,107586445739781.0,0.6205759519802929,26.9468233469095,0.33,26.6168233469095,226.0,76.5245209963841,359869.23076923104,167538.461538462,0.4846771313,0.4854145985,0.4831902257,2011.01,2067.94,1900.22,58.928571428571395,1280.35714285714,1382.14285714286,0.0,2641.0714285714303,0.5032517630960001,0.945312829235,5.08433387286,0.0,3.3936857088999997,8618.11,23218.05,94402.47,0.0,60589.02,6958.40646275162,0.0,0.8635562325054219,0.0,5160.70580339568,0.0,119840046390891.0,595918361842632.0,0.0857267559408435,,,,,
281_40,-54.54583,-62.08639,APLR,PS79,281,40,738.3,40.0,34.2851,0.1892,98.8158,0.40700000000000003,27.5069,525715.384615385,39.9515875822664,958838101974393.0,7.1567149680255,531777196814739.0,188048680159631.0,201448641616298.0,496404439353189.0,0.5970602382768729,27.0053236181383,0.24,26.7653236181383,226.0,75.6120467435768,357288.46153846104,165550.0,0.4844702669,0.4852282193,0.48286179170000004,2011.39,2079.35,1873.48,37.5,1333.92857142857,1403.57142857143,0.0,2705.35714285714,0.484873447273,0.952801017614,5.02780718878,0.0,3.3495223401,5330.67,19395.87,89014.72,0.0,55874.62,9306.72620672733,0.0,0.8099645096964571,0.0,5072.95020462651,0.0,129366763867438.0,64367166608572.0,0.0968527017852132,,,,,
281_60,-54.54583,-62.08639,APLR,PS79,281,60,738.3,61.0,34.295,0.1696,99.0001,0.4371,27.5131,548138.461538461,46.1388872925266,110733329502064.0,6.46182554083851,538979942708195.0,185535661118544.0,999985786155213.0,100001421404682.0,0.585388232443445,27.086328800000896,0.33,26.756328800000897,234.0,76.5611018988202,370488.46153846104,174096.153846154,0.4841861573,0.48496960009999995,0.48256003490000005,1979.62,2030.76,1880.69,96.42857142857142,1457.14285714286,1483.92857142857,0.0,2882.14285714286,0.491618230808,0.999049531492,4.747584631980001,0.0,3.20779437714,7245.76,30128.41,83332.0,0.0,57450.57,8845.560098184742,0.0,0.820488922447875,0.0,5090.18376410708,0.0,11906823143363.0,626223114132881.0,0.10726801213980199,,,,,
281_100,-54.54583,-62.08639,APLR,PS79,281,100,738.3,101.0,34.3524,0.036000000000000004,99.9412,0.503,27.5556,435388.461538462,32.4712389091197,779309733818873.0,7.25445097264784,524983117354954.0,190482315895861.0,12257350857053.0,815836971350614.0,0.22371468935835603,28.806756993304703,0.3,28.506756993304702,237.0,78.7491791408937,292176.923076923,139615.384615385,0.4848526229,0.48561258770000004,0.48329208409999996,1976.65,2083.33,1868.5,139.285714285714,792.8571428571429,626.785714285714,0.0,1387.5,0.488915569182,0.943123645448,4.44302521906,0.0,2.8354984647799997,6717.08,36108.1,67619.11,0.0,51368.53,7154.02663502672,0.0,0.8590919247486509,0.0,5153.3955700284605,0.0,687872734852135.0,337202501296997.0,0.09554784823460599,,,,,
281_200,-54.54583,-62.08639,APLR,PS79,281,200,738.3,204.0,34.4844,-0.009000000000000001,100.4386,0.2287,27.6777,213061.538461538,9.4259644023496,22622314565639.0,24.4038587970641,197896720505312.0,505314083753681.0,450829712286698.0,221813241839763.0,0.0551854078171774,31.500550584173002,0.24,31.260550584173004,249.0,86.1055257775338,148373.076923077,62530.7692307692,0.4855164053,0.4861864313,0.48414291649999996,2033.95,2063.52,1985.9,117.857142857143,107.142857142857,112.5,0.0,219.64285714285703,0.48518347455,1.7087034635,3.88597331686,0.0,2.7957550644599998,6625.45,72763.0,75006.33,0.0,77077.83,11632.615767933201,0.0,0.75688467294587,0.0,4986.03281118459,0.0,329434557352215.0,251629519090056.0,0.0284031794448562,,,,,
281_350,-54.54583,-62.08639,APLR,PS79,281,350,738.3,354.0,34.5299,0.0003,100.5241,-0.0808,27.7309,146300.0,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514396.0,98026.9230769231,46876.92307692309,0.4848002489,0.4856151161,0.4831347041,2043.77,2094.84,1938.1,75.0,69.64285714285711,16.071428571428598,0.0,85.71428571428571,0.48779607498099997,1.7111474265399997,3.5773364991000003,0.0,2.0610578971,7501.86,174543.46,25809.67,0.0,146655.88,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378764.0,138263438044401.0,0.277961633785081,,,,,
281_500,-54.54583,-62.08639,APLR,PS79,281,500,738.3,606.0,34.5486,-0.0025,100.4097,-0.5778,27.7699,115457.69230769199,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514396.0,80173.07692307691,34057.6923076923,0.48606290090000004,0.4869217829,0.4841644853,2151.61,2264.77,1898.41,53.571428571428605,42.8571428571429,26.785714285714302,0.0,69.64285714285711,0.48693721633000003,1.7287081321000002,5.9040891303,0.0,3.33462390862,5943.3,193593.5,460628.6,0.0,296299.31,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378764.0,138263438044401.0,0.277961633785081,,,,,
287_20,-55.5,-60.5,APLR,PS79,287,20,3643.5,20.0,33.8371,1.1057,95.4614,1.8321,27.0504,216107.692307692,18.0725486521529,43374116765167.0,6.2788497317034295,747052331280306.0,133859431010166.0,145788422822389.0,685925521821632.0,1.2293716511910602,24.344256813194104,0.35,23.994256813194102,198.0,41.385644150743,114230.769230769,100692.30769230801,0.4851836885,0.48713117570000003,0.4837027685,2060.66,2162.37,1948.6,310.714285714286,466.071428571429,883.9285714285719,16.071428571428598,1344.64285714286,0.496463523099,1.68624813934,6.60490990278,22.189592591100002,4.96295485418,4217.98,41302.23,406111.09,752796.33,285567.46,10513.497609542099,0.0,0.7824244105769279,0.0,5027.85372775057,0.0,296455230563879.0,148169646859169.0,0.11039397503974,1.3516126336968002,3.8636511635741626,1.36423838249159,3.9127419041495397,0.0
287_40,-55.5,-60.5,APLR,PS79,287,40,3643.5,41.0,33.9289,0.496,97.3148,1.2549,27.1657,299157.692307692,20.851402924995,50043367019988.0,7.41082788146176,236791926724821.0,422311695264051.0,508793296498934.0,196543469986951.0,1.28909409869181,24.326297073207396,0.25,24.076297073207396,177.0,46.48813787991429,156369.23076923098,139953.846153846,0.4909637657,0.4924036637,0.48939693170000004,2019.95,2088.94,1942.98,166.071428571429,326.785714285714,632.142857142857,0.0,975.0,0.499582685495,0.9776960995739999,6.56519425826,0.0,4.798662307780001,10360.17,42677.28,393409.42,0.0,273666.96,12231.804090681202,0.0,0.743210413047721,0.0,4963.64142680299,0.0,229460066184402.0,112231942713261.0,0.0935316798132444,,,,,0.0
287_60,-55.5,-60.5,APLR,PS79,287,60,3643.5,61.0,34.043,0.2483,98.1893,0.8566,27.2836,471476.92307692295,31.3870590529647,753289417271152.0,7.85419933139037,310567569847865.0,321991121123774.0,432385777744581.0,231274952015355.0,1.04273900275122,25.3234770118609,0.31,25.0134770118609,189.0,54.7649601291195,277792.307692308,190426.923076923,0.4870011953,0.48789712609999997,0.4857473669,2017.59,2069.54,1951.55,85.71428571428571,498.21428571428595,412.5,5.35714285714286,894.6428571428571,0.50585368005,0.924494706609,5.56018070882,27.762869035100003,3.3673089311799997,8425.56,49176.3,352460.69,1163489.0,189417.2,7135.72525973749,0.0,0.85950958602925,0.0,5154.07948377186,0.0,199374742805958.0,976549972593784.0,0.08825179388937701,1.81462791088028,6.1387915748801785,1.3806878791498602,3.97763682008017,0.0
287_100,-55.5,-60.5,APLR,PS79,287,100,3643.5,101.0,34.2884,0.0176,100.4732,0.5511,27.4997,248050.0,13.954246636286198,334901919270869.0,9.70063887871683,164072635880171.0,609486155101659.0,372410578374763.0,268520836428465.0,0.1273879805191,31.9207447928657,0.21,31.7107447928657,242.0,65.2136666910653,174984.615384615,71415.3846153846,0.4894838777,0.4902400757,0.48769258369999996,1979.56,2031.94,1865.22,80.3571428571429,348.21428571428595,166.071428571429,0.0,487.5,0.500780473583,1.7391190473400002,3.8112635747400003,0.0,2.40533394026,7658.0,42273.31,132477.84,0.0,69138.2,10037.6739817814,0.0,0.79328332705554,0.0,5045.63503179563,0.0,532991578802466.0,257592488825321.0,0.0714537660071759,,,,,0.0
287_200,-55.5,-60.5,APLR,PS79,287,200,3643.5,202.0,34.5802,-0.0229,100.962,1.8965,27.6421,145200.0,1.58934471000681,381442730401634.0,96.6880085557783,832405595374549.0,120133743160393.0,101249644692589.0,987657786885246.0,0.0198577137939994,34.458670638171,0.26158803479869197,34.458670638171,254.0,79.87971965587441,91976.9230769231,52546.1538461538,0.4877111597,0.48872159090000006,0.48593178530000003,1942.28,1995.39,1859.16,58.928571428571395,26.785714285714302,5.35714285714286,0.0,32.1428571428571,0.49315665149599996,1.7904118695,3.2110844511,0.0,2.0271906331,6549.0,194667.6,463915.0,0.0,239542.17,8295.26724995572,0.0,0.833047323773632,0.0,5110.74794771905,0.0,281447323504835.0,162911516427994.0,0.007168905337005429,,,,,0.0
287_500,-55.5,-60.5,APLR,PS79,287,500,3643.5,505.0,34.7036,-0.0228,101.1,1.7851,27.7497,92907.6923076923,0.283945428733528,132929227026232.0,167.638573460451,155041352936661.0,114830373840977.0,144713146410206.0,140823109886700.0,0.512850955314503,212175156619663.0,0.196544893096811,16.0361915442866,61.280379344276,265097584514395.0,55296.1538461538,36003.8461538461,0.4887500741,0.48979471609999997,0.4873493921,2010.03,2040.96,1990.34,75.0,42.8571428571429,10.7142857142857,0.0,53.571428571428605,0.496347295127,1.69057306366,2.4339869011,0.0,1.8392558519,7797.86,203934.25,330609.5,0.0,229269.3,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.0041347714088218,,,,,0.0
287_1000,-55.5,-60.5,APLR,PS79,287,1000,3643.5,1012.0,34.7246,-0.0127,101.1858,1.3235,27.8007,49796.1538461538,0.27270006521932894,132929227026232.0,94.0607894681604,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,28473.0769230769,20730.769230769198,0.4859066045,0.4870788017,0.48424302049999995,2023.38,2059.27,1984.77,96.42857142857142,91.07142857142858,5.35714285714286,0.0,96.42857142857142,0.48869075166599996,1.81404637418,3.5149507991,0.0,1.9085410731,7121.89,243510.88,405680.0,0.0,252520.28,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.0073691405789718094,,,,,0.0
287_2500,-55.5,-60.5,APLR,PS79,287,2500,3643.5,2539.0,34.69,-0.009000000000000001,100.8824,0.2615,27.8413,41250.0,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514395.0,29023.0769230769,12015.384615384599,0.49005844369999996,0.49277797009999996,0.48387573170000003,2293.65,2402.73,2047.93,58.928571428571395,101.785714285714,5.35714285714286,0.0,112.5,0.491218452002,1.7966313995400003,2.8778021431,0.0,1.8182425842200003,8186.73,169735.74,227501.0,0.0,165213.24,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,0.0
287_3600,-55.5,-60.5,APLR,PS79,287,3600,3643.5,3652.0,34.6515,-0.0134,100.507,-0.3063,27.8405,40488.4615384615,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514395.0,30884.6153846154,9561.53846153846,0.4925532521,0.4940478977,0.4875949049,2158.17,2205.4,2021.26,101.785714285714,42.8571428571429,16.071428571428598,0.0,64.28571428571429,0.495384130645,1.7288806331,3.3746672791,0.0,2.1517250971400004,7287.58,167565.25,307977.33,0.0,194786.75,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,0.0
296_20,-66.4593,-51.0537,FKLD,PS79,296,20,121.0,20.0,33.0011,0.15,97.42,8.1483,1025.6825,1292753.84615385,70.0019282561274,1.68004627814706,7.04730987406349,0.0413041224546707,24.2106584178722,0.0366216441671194,27.306256252083998,0.397490836756007,159415239257003.0,0.47,13.289421171248698,1.55,2056124280819.0,795130.769230769,491150.0,0.4858720325,0.4866859193,0.4845747053,1911.09,1989.67,1787.08,792.8571428571429,9251.785714285721,3235.7142857142894,0.0,12707.1428571429,0.54158862034,0.877255055087,3.3250218544599996,0.0,1.93407241434,9603.05,17950.33,51340.07,0.0,26807.82,39578.5714285714,0.0,0.5737639636999999,0.0,4624.35,0.0,0.0139143862761557,0.0829191334048907,0.0983562796225215,2.4615839979547203,11.723366629252663,1.6935374457178403,5.438685772358988,40.0
296_40,-66.4593,-51.0537,FKLD,PS79,296,40,121.0,40.0,33.0057,0.125,97.52,8.0952,1025.6939,1292923.07692308,67.9281238892582,1.6302749733422,4.99377850428929,0.0437847945190064,22.8389789420141,0.0635353166393872,15.7392778204882,0.36662863990116706,162032199963016.0,0.14,16.063219996301598,1.36,230846371829377.0,775711.5384615379,509003.846153846,0.48390246049999996,0.4846911149,0.4827033797,1889.13,1961.88,1779.66,1591.07142857143,9385.71428571429,2807.14285714286,5.35714285714286,12337.5,0.5395277931100001,0.8665050515080001,3.2049618329,21.3875329791,1.8359908878599998,11016.82,19923.57,89859.48,10882466.0,36235.23,38646.4285714286,0.0,0.5580524861,0.0,4624.35,0.0,0.0144123992261787,0.0863399743537108,0.138802147505057,,,,,40.0
296_60,-66.4593,-51.0537,FKLD,PS79,296,60,121.0,60.0,33.0085,0.10800000000000001,97.51,8.0736,1025.6993,1321311.53846154,71.347694919734,1.7123446780736202,7.591037010733,0.0653834279814171,15.294395397626,0.126325744884578,7.9160427742871,0.329288423818979,163318478963503.0,0.18,16.1518478963503,1.36,208267606199565.0,794200.0,520130.76923076896,0.4871040857,0.48795027409999997,0.4858115057,1919.03,1999.06,1799.78,1891.07142857143,9760.714285714279,2528.5714285714303,0.0,12562.5,0.537444050596,0.8735830872700001,3.0628292059400004,0.0,1.7678313070200002,10506.39,20514.4,62266.1,0.0,29196.04,39798.214285714304,0.0,0.5506208477000001,0.0,4510.73,0.0,0.0156966629438102,0.0920848016440868,0.091311263478218,2.3798175634383,10.802931834402653,2.90422255294012,18.25104891077875,40.0
296_100,-66.4593,-51.0537,FKLD,PS79,296,100,121.0,100.0,33.009,0.151,97.3,8.0636,1025.7011,1295038.46153846,69.7592490217066,1.67422197652096,23.064507925086,0.0299452556337656,33.3942716078344,0.12588613861915102,7.94368634203124,0.368524827609315,165048277799364.0,0.11,16.3948277799364,1.38,217562630767097.0,776261.5384615379,511669.23076923104,0.4859955113,0.4868297801,0.48473043409999994,1925.33,2010.14,1798.74,1982.14285714286,9760.714285714279,2298.21428571429,0.0,12139.285714285701,0.53852344305,0.8681146437649999,3.0187054734599994,0.0,1.72552207754,10355.33,20150.48,63988.17,0.0,28323.15,39830.3571428571,0.0,0.5535670013,0.0,4510.73,0.0,0.0168103990810258,0.091817101751055,0.0300525457907579,,,,,40.0
297_20,-61.9227,-47.9412,FKLD,PS79,297,20,134.0,20.0,33.4916,0.22899999999999998,96.25,10.3444,1025.7157,1187746.15384615,233.24736105968998,5.59793666543255,2.67906201079822,0.0509360640967771,19.632455269807,0.0937784558672497,10.6634300037481,0.565467596785114,817196884392608.0,0.31,7.86196884392608,0.68,731598121974224.0,782015.384615385,399638.461538462,0.4904629877,0.49116247729999996,0.4890928529,1885.67,1930.51,1800.41,101.785714285714,8673.21428571429,7473.214285714291,5.35714285714286,15744.6428571429,0.511958590407,0.936710410977,3.3393809414599995,20.1588589391,2.3913934211,7040.32,18390.61,65236.61,1525554.0,40904.19,62662.5,0.0,0.5525788097,0.0,4001.63,0.0,0.0215875922835299,0.10531398283583801,0.25872756127560603,2.19196652563546,8.952801728909213,2.90756584685502,18.312169646903282,55.0
297_40,-61.9227,-47.9412,FKLD,PS79,297,40,134.0,40.0,33.5739,0.223,97.3,9.7933,1025.873,1169046.15384615,180.444425932782,4.33066622238677,3.39159225673506,0.0626667940099742,15.9574143818629,0.0907028880680052,11.025007266033699,0.35217314142529293,108837525040379.0,0.36,10.5237525040379,0.88,118126525006006.0,745757.692307692,415630.76923076896,0.49035782689999996,0.4910204225,0.4891743293,1896.83,1928.8,1844.48,133.928571428571,7269.642857142859,1773.2142857142899,0.0,8507.142857142859,0.512701530752,1.7724750858200002,3.13401370206,0.0,2.0090602851400003,6805.2,26380.02,61348.46,0.0,32779.47,50775.0,0.0,0.5382192004999999,0.0,4001.63,0.0,0.0133731123059988,0.0628318419626781,0.20437220281520802,,,,,55.0
297_60,-61.9227,-47.9412,FKLD,PS79,297,60,134.0,60.0,33.5614,0.065,99.24,8.3519,1026.0916,696934.615384615,171.141202846682,4.107388868320379,2.13061021125727,0.0285349334044132,35.0447637577224,0.0735675817579286,13.592943741041601,0.07560577460987798,179151736449963.0,0.12,17.7951736449963,1.24,254772352403634.0,444907.692307692,247965.384615385,0.4914433361,0.4922649629,0.48995147689999996,1935.33,1971.47,1873.41,85.71428571428571,1901.7857142857101,380.357142857143,0.0,2196.4285714285697,0.512293752241,1.8558875422999999,3.59410266246,0.0,2.1167803893,21369.12,39309.68,270622.48,0.0,79475.5,8796.42857142857,0.0,0.5469361433,0.0,4392.63,0.0,0.00730407490794148,0.0351444892798151,0.325328010209301,2.29302854410096,9.904889698043329,2.63455781589159,13.93714831491769,55.0
297_100,-61.9227,-47.9412,FKLD,PS79,297,100,134.0,100.0,33.6264,-0.015,98.96,6.1587,1026.4473,453919.23076923104,97.9219795137603,2.35012750833025,2.4565174898704702,0.0146298576720651,68.35336490726401,0.0594375445545425,16.824382761679498,0.009776662415831479,222692070287415.0,0.09,22.179207028741498,1.54,480375424009559.0,291753.846153846,159838.461538462,0.48807421729999995,0.4886913017,0.4869586253,1984.39,2048.77,1871.39,48.21428571428571,182.14285714285703,32.1428571428571,0.0,214.285714285714,0.502182692842,1.7174734662200002,4.589919081140001,0.0,2.18042713646,9719.11,84449.09,289856.17,0.0,121590.85,20549.6030245362,0.0,0.553387380648742,0.0,4652.80921251252,0.0,0.00693277721958501,0.041194585572396004,0.282166596988688,,,,,55.0
298_20,-58.1622,-45.0928,FKLD,PS79,298,20,2961.0,20.0,34.0489,0.302,96.74,11.485999999999999,1025.9465,1222353.84615385,138.119523633222,3.31486856719733,9.8337480677749,0.0448425270480453,22.3002597273025,0.14920897494620497,6.70200971731449,0.460420077520403,337746429698710.0,0.163441430840799,9.59648423753309,0.917022221115793,438796696737776.0,748507.692307692,466738.461538462,0.4840200053,0.4845875021,0.4831172633,1860.76,1896.76,1806.28,4853.571428571429,9117.857142857141,3916.0714285714294,0.0,12648.214285714299,0.549869450457,0.733221347171,4.358412674419999,0.0,2.25694842442,5422.71,11817.98,198044.37,0.0,69008.17,109762.5,0.0,0.5059040297,0.0,3955.66,0.0,0.0196292411003794,0.0952559491566249,0.0704865709170832,2.1642117409324597,8.70773525957826,2.4037729585586898,11.064844925727744,40.0
298_40,-58.1622,-45.0928,FKLD,PS79,298,40,2961.0,40.0,34.0337,0.24600000000000002,97.69,11.2836,1025.9718,1259203.84615385,116.179157925048,2.7882997902011604,10.1335259870414,0.0834438762818611,11.9841029031555,0.15579947737315802,6.41850676818951,0.287384950609747,337746429698711.0,0.163441430840799,9.59648423753303,0.9170222211152109,438796696737777.0,749057.692307692,503673.07692307705,0.4842448781,0.48487016689999995,0.48332123810000005,1857.99,1892.54,1809.89,2973.2142857142894,6107.1428571428605,1644.64285714286,0.0,8212.5,0.543124873366,0.788851192519,3.9334234393000003,0.0,1.8790011199,6227.95,15012.9,165329.72,0.0,44558.57,114535.714285714,0.0,0.4999325165,0.0,3090.98,0.0,0.012676608748733999,0.0660682650761945,0.0684013818532988,,,,,40.0
298_60,-58.1622,-45.0928,FKLD,PS79,298,60,2961.0,60.0,34.0063,0.16,99.33,10.7978,1026.0377,958311.5384615379,87.3169402278991,2.09560656546958,9.810452929818661,0.0765987135178674,13.055049544229501,0.289419717245477,3.45518961015302,0.2889846590249461,337746429698711.0,0.163441430840799,9.59648423753302,0.9170222211150619,438796696737778.0,553723.076923077,398707.692307692,0.48473110490000004,0.4854020081,0.4837898693,1869.94,1902.17,1826.82,680.357142857143,5619.6428571428605,814.285714285714,5.35714285714286,6760.71428571429,0.5371649383079999,0.863159110378,4.15293825094,20.3563557231,1.7691868795400003,7573.89,17023.06,143908.57,1089168.0,31906.81,36375.0,0.0,0.5018313965,0.0,3090.98,0.0,0.010593761689961002,0.0532978901054178,0.0706539428422453,1.6814832939180702,5.373520573123575,2.61551493068306,13.674255859225703,40.0
298_100,-58.1622,-45.0928,FKLD,PS79,298,100,2961.0,100.0,33.9859,0.07200000000000001,99.96,5.1527,1026.8537,427857.692307692,25.1472787856349,0.603534690855239,9.86790763059727,0.016052577775953997,62.29529075996471,0.0584006388393686,17.123100361119498,0.0875101825269583,337746429698704.0,0.16344143084079998,9.59648423753336,0.917022221118287,438796696737768.0,286338.46153846104,139319.23076923098,0.4851188789,0.48579829609999997,0.48374446130000004,1994.41,2029.06,1924.57,117.857142857143,412.5,203.57142857142898,0.0,610.714285714286,0.488844346002,1.70619511738,4.25753683926,0.0,2.54852751322,7041.68,27820.42,201245.87,0.0,85253.66,208.92857142857102,0.0,0.5926838777000001,0.0,3738.45,0.0,0.00491599761880934,0.0237814596667886,0.0702425687904409,,,,,40.0
298_200,-58.1622,-45.0928,FKLD,PS79,298,200,2961.0,200.0,34.0572,-0.023,100.69,2.6866,1027.1601,256892.307692308,31.926248508782802,0.7662299642107859,5.89034583936354,0.00438895730161952,227.84454969087997,0.0269859106042282,37.056374145229604,0.007668735524393179,337746429698684.0,0.16344143084080598,9.59648423753439,0.917022221127972,438796696737741.0,179723.076923077,75857.6923076923,0.4880482625,0.48868139450000003,0.4865503145,1972.36,1988.3,1927.66,42.8571428571429,96.42857142857142,26.785714285714302,0.0,123.214285714286,0.488043343282,1.76394430178,4.4845267806999995,0.0,2.3553752641799997,6892.62,130730.67,51419.6,0.0,113489.13,20726.392026176298,0.0,0.549352824794123,0.0,4646.2026910903205,0.0,0.00419693102594465,0.0254305227473378,0.38002730108021104,,,,,40.0
298_500,-58.1622,-45.0928,FKLD,PS79,298,500,2961.0,500.0,34.2867,-0.017,100.95,2.8843,1027.3261,155607.692307692,2.18800127696637,2325723384027.22,6.0498144795339694,0.000634473311022919,1576.11042517733,2638936653179.81,13523560714326.9,0.286269881725839,334092635916092.0,0.16440465452730302,9.7838627831379,2.67343715222601,433742509416695.0,109407.69230769199,45692.307692307695,0.48677513570000003,0.4873364921,0.4854308525,1993.76,1994.15,1997.0,53.571428571428605,53.571428571428605,16.071428571428598,0.0,69.64285714285711,0.50730343304,2.0688087691,4.00561975106,0.0,2.58049700682,13466.4,220729.6,339645.33,0.0,303016.62,20604.3913317927,0.0,0.55213703993888,0.0,4650.76179936906,0.0,10046422485899.4,332155236935.703,0.37705745860402295,,,,,40.0
298_1000,-58.1622,-45.0928,FKLD,PS79,298,1000,2961.0,1000.0,34.5643,-0.021,100.94,2.3518,1027.5941,98196.15384615381,4.78823467857857,2325723383612.45,6.04981447951707,0.00201512298078406,496.247628326342,2638936652728.62,13523560713922.6,0.28626988172511997,334092635916479.0,0.164404654527201,9.783862783118051,2.67343715203989,433742509417231.0,68707.6923076923,29150.0,0.4866362285,0.4875893837,0.48440581850000003,2072.03,2118.61,1962.83,80.3571428571429,48.21428571428571,5.35714285714286,0.0,53.571428571428605,0.49085707178000004,1.97098295914,2.4776776431,0.0,2.0216524431,8497.2,234393.33,362691.0,0.0,247223.1,20604.391331805702,0.0,0.552137039938585,0.0,4650.76179936858,0.0,10046422485568.5,332155236497.672,0.3770574586043379,,,,,40.0
