ID,Lon,Lat,Province,Cruise,Station,Depth [m],Bot. Depth [m],Pres [dbar],Salinity [psu],Fluorometer [V],Transmission [proz],pot.Temperature [┬░C],Sigma [kg m-3],Bac_all/ml,Bacterial Biomass Production per hour_[ng C/l/h],Bacterial Biomass Production per day_[microg C/l/d],Bacterial generation time (days)_[days],Glucose turnover rate _[per day],Glucose turnover time_[days],Amino acid turnover rate _[per day],Amino acid turnover time_[days],Chl a_mean chl a [microg/L],Dissolved Inorganic Nutrients_NO X ( microM),NO2 ( microM ),NO3 (microM ),PO4 ( microM ),Si  ( microM ),HNA/ml,LNA/ml,Bac_size [microm],HNA_size [microm],LNA_size [microm],Bac_SSC,HNA_SSC,LNA_SSC,Prokaryotes/ml,Picoplankton/ml,Nanoplankton/ml,Microplankton/ml,Eukaryotes/ml,Prokaryotes rel.microm,Pico rel.microm,Nano rel.microm,Micro rel.microm,Eukaryotes rel.microm,Prokaryotes SSC,Pico SSC,Nano SSC,Micro  SSC,Eukaryotes SSC,Syn/ml,Proc/ml,Syn_size [microm],Proc_size [microm],Syn SSC,Proc SSC,TPN[microg/l],POC [microg/l],Growth rate,DNA_div,DNA_ENS,RNA_div,RNA_ENS,MLD
306_800,-39.0007,-25.9998,SATL,PS79,306,800,4018.0,800.0,34.3257,0.069,100.93,5.0727,1027.1323,40742.3076923077,104.01755281125999,132929227026231.0,11.370863173916199,155041352936661.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514395.0,23607.6923076923,16880.769230769198,0.49068084289999997,0.4925340053,0.4881149297,2377.88,2443.14,2268.57,48.21428571428571,16.071428571428598,16.071428571428598,0.0,32.1428571428571,0.49381082092100004,1.78878039914,2.8117070231,0.0,2.3002437370599997,7432.89,230043.0,324928.0,0.0,277485.5,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,56.0
306_1000,-39.0007,-25.9998,SATL,PS79,306,1000,4018.0,1000.0,34.349000000000004,0.064,100.96,3.7775,1027.2910000000002,31434.6153846154,104.01755281125999,132929227026231.0,11.370863173916199,155041352936661.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514395.0,19673.0769230769,11634.615384615401,0.4875846881,0.48863020729999995,0.4859382353,2040.88,2060.38,1988.52,10.7142857142857,10.7142857142857,10.7142857142857,0.0,21.4285714285714,0.48860012275,1.01256015585,3.3219494171,0.0,2.4692782711000003,7615.5,241884.0,357718.5,0.0,299801.25,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,56.0
306_2500,-39.0007,-25.9998,SATL,PS79,306,2500,4018.0,2500.0,34.9307,0.063,101.02,2.8197,1027.8463,12015.384615384599,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514396.0,7573.07692307692,4400.0,0.4887510029,0.4910819297,0.48454121689999996,2162.41,2224.48,2060.98,58.928571428571395,26.785714285714302,10.7142857142857,0.0,37.5,0.48765398989799996,1.8491991727000001,3.5127484931,0.0,2.32449898594,6262.0,228758.0,663098.0,0.0,352855.14,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378764.0,138263438044401.0,0.277961633785081,,,,,56.0
306_4000,-39.0007,-25.9998,SATL,PS79,306,4000,4018.0,4000.0,34.703,0.061,100.81,0.3621,1027.8464,18784.6153846154,104.01755281125999,132929227026231.0,11.370863173916199,155041352936660.0,114830373840976.0,144713146410205.0,140823109886700.0,0.5128509553145021,212175156619664.0,0.19654489309680997,16.0361915442866,61.2803793442756,265097584514396.0,13961.538461538501,4780.76923076923,0.48964136090000004,0.4904030285,0.4873984121,2139.41,2123.97,2179.29,42.8571428571429,37.5,16.071428571428598,0.0,53.571428571428605,0.487805932682,1.72904255058,3.03735737106,0.0,2.1215370071,6726.12,190578.43,364854.33,0.0,242861.2,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378764.0,138263438044400.0,0.277961633785081,,,,,56.0
307_0,-38.0183,-24.7537,SATL,PS79,307,0,3896.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,552411.5384615379,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,304530.76923076896,243523.076923077,0.4837732025,0.48523121210000003,0.4825014689,1909.15,2010.01,1782.12,123.214285714286,626.785714285714,583.928571428571,0.0,1264.28571428571,0.49540838781499996,1.8142345429400002,5.3263516345,0.0,3.5085139956199995,5574.74,40567.03,222923.1,0.0,125141.49,2207.14285714286,0.0,0.5484099425,0.0,10360.5,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,60.0
307_20,-38.0183,-24.7537,SATL,PS79,307,20,3896.0,20.0,37.0697,0.099,99.7,26.5788,1024.4126,565146.153846154,140.055020993013,3.3613205038323097,2.0146698428630803,0.0239143771456973,41.8158496835415,0.0733998582468891,13.624004512874999,0.11659501445982401,350659639179091.0,0.06,8.93425244354544,0.21,530891797529698.0,313500.0,248346.153846154,0.4853180549,0.4862038205,0.4841643821,1927.99,2024.84,1805.04,58.928571428571395,541.071428571429,460.71428571428595,5.35714285714286,1050.0,0.491735026501,1.94243474402,5.69437372434,24.289975143099998,3.60476716714,6507.55,45369.98,350003.21,3453829.0,176619.99,1269.64285714286,0.0,0.5210100329,0.0,3865.13,0.0,0.00556688103824854,0.0377098628133535,0.3440500104845481,1.9031283632376799,6.706843099082643,0.9154331829389691,2.497857046637048,60.0
307_40,-38.0183,-24.7537,SATL,PS79,307,40,3896.0,40.0,37.0698,0.10099999999999999,99.64,26.5635,1024.4175,527492.307692308,119.79613972760299,2.8751073534624703,2.19382333223598,0.0270456750058221,36.9744885193189,0.0593901693486907,16.8378034776903,0.161573482733826,349000726169177.0,0.05,0.0,0.19,382946646230243.0,292600.0,231296.153846154,0.4858025789,0.4867282829,0.4846423529,1933.94,2045.68,1795.04,21.4285714285714,316.071428571429,385.71428571428595,0.0,733.928571428571,0.496296613125,1.9595199693799998,5.4312986488999995,0.0,3.8020033579000003,5240.5,58385.83,253183.35,0.0,158924.53,1462.5,0.0,0.5100444653,0.0,3865.13,0.0,0.00603438727557659,0.0377809879183769,0.315953965105056,,,,,60.0
307_60,-38.0183,-24.7537,SATL,PS79,307,60,3896.0,60.0,37.2761,0.14800000000000002,99.54,25.423000000000002,1024.932,604407.692307692,112.354101711738,2.69649844108171,2.7751813353665,0.0116076483466022,86.1500943292035,0.0243367196576492,41.090172137710205,0.20785837954690697,322376188396377.0,0.0,10.3847206931665,0.13,329167278061372.0,373407.692307692,226600.0,0.4842432269,0.4849198577,0.48309538490000004,2014.64,2116.56,1849.15,64.28571428571429,428.571428571429,637.5,0.0,1082.14285714286,0.491956540913,1.7625192100599998,4.66105615894,0.0,3.4713449846599995,3966.0,40801.0,115070.06,0.0,84224.18,3091.0714285714303,0.0,0.5157024053,0.0,4301.2,0.0,0.0061002429574728,0.0373651244491339,0.24976644651165,1.4199087694314099,4.136743025617441,0.858062664727064,2.358586891063417,60.0
307_100,-38.0183,-24.7537,SATL,PS79,307,100,3896.0,100.0,37.1826,0.191,99.82,23.8618,1025.3361,259769.230769231,67.70187361654861,1.62484496679717,1.7037072956806298,0.00712188210977222,140.41232143226003,0.0325204044104215,30.7499251048532,0.22446868525805302,401619940414979.0,0.14,6.32084082338508,-29.787608253157302,894353185524757.0,93711.5384615384,164450.0,0.4849935941,0.4862556785,0.4842484385,1855.44,1938.86,1808.83,27278.571428571402,1585.71428571429,262.5,0.0,1885.7142857142899,0.501325588965,1.82935927498,3.48229093834,0.0,2.0216118210599996,7029.93,31996.2,121905.63,0.0,43694.53,321.428571428571,48300.0,0.9022562201000001,0.4975253249,4301.2,6972.35,0.00365688826423138,0.0210404450818896,0.406846400386537,,,,,60.0
307_200,-38.0183,-24.7537,SATL,PS79,307,200,3896.0,200.0,36.1394,0.114,100.52,18.7904,1025.9461,145707.692307692,24.221077431264,0.581305858350335,2.7569277372422896,0.0012962116723307302,771.478934610957,0.00699510196725065,142.95717270195,0.0119500884796032,21527826383856.0,0.08,2.0727826383856,0.29,128525096698085.0,70019.2307692308,74673.07692307691,0.4843418861,0.48554777810000005,0.4832058605,1902.79,1977.6,1833.93,562.5,112.5,26.785714285714302,0.0,133.928571428571,0.501875297726,1.89353628762,2.7632251631,0.0,2.05382136342,7815.21,81532.1,171739.2,0.0,98535.72,18435.8135177041,0.0,0.6016268172149289,0.0,4731.80052718332,0.0,0.00171349616721272,0.0132291520759463,0.251420148303665,,,,,60.0
308_0,-35.402,-21.2293,SATL,PS79,308,0,4326.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,615323.076923077,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,354242.307692308,257865.384615385,0.48384817729999996,0.48467455130000003,0.48270332810000005,1978.66,2066.08,1862.97,42.8571428571429,525.0,192.85714285714297,10.7142857142857,750.0,0.500170689618,0.985702875281,5.77137832638,21.2674385611,2.7009541697799997,5759.0,43551.95,584436.97,1366078.0,182119.56,1071.42857142857,0.0,0.5745738257,0.0,5004.51,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,60.0
308_2,-35.402,-21.2293,SATL,PS79,308,2,4326.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,617523.076923077,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,333680.76923076896,278934.615384615,0.4838351741,0.4847550989,0.4827299537,1948.27,2045.8,1832.9,85.71428571428571,369.642857142857,219.64285714285703,5.35714285714286,653.571428571429,0.496912383966,1.9223526704599998,5.54181928734,23.262190839099997,3.1411543615,6601.53,27442.33,177225.15,2194019.0,76484.06,1612.5,0.0,0.5182826633,0.0,5004.51,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,60.0
308_20,-35.402,-21.2293,SATL,PS79,308,20,4326.0,20.0,37.3155,0.069,99.62,27.1492,1024.4149,638719.230769231,98.683075147574,2.36839380354178,3.1869128843778,0.00247374693946309,404.245068097808,0.0330569161336054,30.250855704698,0.0983180791981097,337746429698666.0,0.163441430840811,9.59648423753532,0.917022221136698,438796696737716.0,345442.307692308,289173.076923077,0.48352619329999996,0.4844070053,0.4824624593,1919.71,2021.56,1801.2,42.8571428571429,428.571428571429,514.285714285714,0.0,1017.85714285714,0.49187287948200004,2.2253199380599997,5.797130313259999,0.0,4.05189546594,7984.75,43375.65,106286.8,0.0,73783.47,1028.57142857143,0.0,0.5337556972999999,0.0,12020.57,0.0,0.0056778376456350105,0.0329772838205099,0.21749800063809197,1.71275071500622,5.544191011380067,1.1523650308898101,3.1656709729167956,60.0
308_40,-35.402,-21.2293,SATL,PS79,308,40,4326.0,40.0,37.3655,0.069,99.64,27.1642,1024.4477,619638.461538461,248.671729575771,5.96812150981851,1.2245792754273,0.0176720414921918,56.58655795041221,0.0849496187084397,11.771683207103699,0.102830856637385,337746429698705.0,0.16344143084079998,9.596484237533339,0.9170222211181099,438796696737769.0,327503.846153846,288284.615384615,0.48459204289999996,0.4855305437,0.48352170409999995,1921.56,2035.75,1796.86,58.928571428571395,332.142857142857,476.78571428571405,5.35714285714286,846.4285714285719,0.500570829701,2.04784966414,5.84502624054,22.687261867100002,4.21508753378,8477.73,35872.23,199671.27,1009552.0,127669.64,969.6428571428571,0.0,0.5444753393,0.0,5601.88,0.0,0.00448004109784961,0.0289925475418568,0.566028834938499,,,,,60.0
308_60,-35.402,-21.2293,SATL,PS79,308,60,4326.0,60.0,37.3701,0.099,99.68,26.9885,1024.508,615365.384615385,172.074103009153,4.12977847221968,1.7559217892966101,0.0194172191275664,51.500680577905705,0.0960869152849966,10.4072442853844,0.11253575435625698,337746429698706.0,0.16344143084079998,9.59648423753329,0.91702222111762,438796696737770.0,330719.23076923104,280753.846153846,0.48326788369999996,0.4841662397,0.48219976369999995,1935.43,2058.46,1792.85,96.42857142857142,230.35714285714297,535.714285714286,0.0,792.8571428571429,0.499773336529,1.7724499759,5.08560861634,0.0,4.03181110966,7564.78,51415.42,195944.22,0.0,147961.22,1044.64285714286,0.0,0.6533693477,0.0,5601.88,0.0,0.00394576077815145,0.0184499499201775,0.3947483223826311,,,,,60.0
308_120,-35.402,-21.2293,SATL,PS79,308,120,4326.0,120.0,37.0208,0.159,99.99,22.9404,1025.4845,264803.846153846,58.480343883148,1.4035282531955502,1.9661419530268702,0.0126059433079489,79.32766121274179,0.0452591334983591,22.094987745098,0.18513585459935603,337746429698702.0,0.163441430840801,9.5964842375335,0.917022221119566,438796696737765.0,96588.4615384615,166480.76923076902,0.48294574490000003,0.48432604490000003,0.4821151397,1883.03,1986.48,1824.63,27916.071428571402,1430.35714285714,316.071428571429,0.0,1757.14285714286,0.49841364473399996,1.79063542042,3.8796640344199997,0.0,2.14099247402,7095.18,29333.79,167939.49,0.0,53945.27,20726.392026176898,45417.8571428571,0.54935282479411,0.49688290490000003,4646.2026910903005,6195.42,0.00532859214581549,0.0337814417481422,0.352541778325236,,,,,60.0
308_200,-35.402,-21.2293,SATL,PS79,308,200,4326.0,200.0,36.1637,0.069,100.53,18.8501,1025.9494,164111.538461538,2.04420667446234,0.0490609601870961,35.0808395600574,0.0274823118891036,36.387040654919794,0.047965807168359,20.8481845513413,0.0082454304080723,337746429698707.0,0.16344143084079998,9.59648423753324,0.917022221117193,438796696737772.0,76450.0,86350.0,0.48310926530000003,0.4842586553,0.4820504849,1898.88,1987.26,1820.08,487.5,123.214285714286,26.785714285714302,0.0,155.357142857143,0.502834281717,1.82338918398,3.6569733367,0.0,2.1173374248599997,6993.29,132527.04,294677.0,0.0,156842.14,20726.392026177098,0.0,0.5493528247941061,0.0,4646.2026910903005,0.0,0.00218458194285631,0.0123365268856287,0.0197585687586894,,,,,60.0
310_0,-33.7253,-18.6635,SATL,PS79,310,0,4332.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,742119.230769231,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,415800.0,322003.846153846,0.4867978397,0.4878748349,0.48568632409999996,1913.6,2013.58,1787.22,58.928571428571395,396.428571428571,616.071428571429,0.0,1076.78571428571,0.49669670159699997,2.04224185118,5.453144590580001,0.0,4.00349583574,5564.36,36760.03,224264.14,0.0,141847.91,3214.2857142857106,0.0,1.6462117207799998,0.0,12020.57,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,65.0
310_2,-33.7253,-18.6635,SATL,PS79,310,2,4332.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,779476.923076923,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,392784.615384615,382376.92307692295,0.4876916549,0.4885319093,0.4868210597,1901.17,2010.71,1836.5,69.64285714285711,289.285714285714,155.357142857143,0.0,450.0,0.504665646441,1.72335053638,4.8929533777,0.0,2.82021108894,6742.69,28390.0,407866.62,0.0,158537.42,1189.28571428571,0.0,1.0119412048999998,0.0,11510.3,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,65.0
310_20,-33.7253,-18.6635,SATL,PS79,310,20,4332.0,20.0,37.3942,0.079,99.29,27.3708,1024.4024,753076.923076923,256.467231022211,6.155213544533059,1.46257557381929,0.00839919971581936,96.5133835779143,0.0384726881566385,25.9924649904519,0.105770320850313,322376188396378.0,0.03,10.3847206931664,0.14,329167278061372.0,383603.846153846,365284.615384615,0.48738484130000004,0.4883740649,0.48630856850000004,1945.87,2063.91,1822.17,42.8571428571429,294.642857142857,562.5,5.35714285714286,894.6428571428571,0.49208386525,2.1006042053,5.8375692168599995,22.971569455100003,4.46720218102,6426.0,46291.6,363886.77,1377156.0,245616.93,1591.07142857143,0.0,1.6428083409,0.0,13002.22,0.0,0.00578430667519569,0.0368674759566784,0.47392230047292405,,,2.178121606834,8.829705014213538,65.0
310_60,-33.7253,-18.6635,SATL,PS79,310,60,4332.0,60.0,37.3912,0.09699999999999999,99.31,27.34,1024.4102,728284.615384615,322.290902601973,7.734981662447339,1.1488679901374599,0.0203504838929544,56.520522729560795,0.0550764326316231,18.1565862605602,0.15298838090559302,480977599849728.0,0.03,0.0180977599849728,0.16,423287773919338.0,388723.07692307705,334273.076923077,0.4860349853,0.4868696669,0.4850593841,1928.29,2047.72,1790.05,32.1428571428571,257.142857142857,707.1428571428571,0.0,969.6428571428571,0.491796546813,1.8632621805400003,5.098122072340001,0.0,4.22506592546,8967.67,32790.71,187983.02,0.0,145817.39,1960.7142857142899,0.0,0.7041711989,0.0,13002.22,0.0,0.0058872124645859,0.0354531247913837,0.603330571058048,,,,,65.0
310_80,-33.7253,-18.6635,SATL,PS79,310,80,4332.0,80.0,37.2698,0.099,99.62,25.3249,1024.9576,634446.153846154,277.343488564462,6.65624372554709,1.1848580185701,0.0271956466569482,14239522011057.4,5470355052255.39,16060532669596.6,0.17986348228093102,413270215916102.0,0.04,0.0013270215916102,0.19,361800711733607.0,368838.46153846104,261038.461538461,0.4863202817,0.48710981329999997,0.4852362689,1935.47,2065.07,1755.57,107.142857142857,332.142857142857,637.5,0.0,958.9285714285719,0.49188258235,1.66121256338,4.34864740578,0.0,3.4399977397800003,6457.5,36343.87,106186.48,0.0,82855.98,1891.07142857143,0.0,0.5008923797,0.0,3615.2,0.0,0.00525489007122815,0.0291977216303349,0.585004422214607,,,,,65.0
310_130,-33.7253,-18.6635,SATL,PS79,310,130,4332.0,130.0,37.0939,0.134,100.06,23.2911,1025.4376,257273.076923077,471.313244177165,11.311517860252,0.250696436318463,0.0277876607338341,147.702802492167,0.0560560045770499,17.8393020969856,0.141230524053883,191157210412461.0,0.22,-0.200884278958754,0.21,507022735627591.0,100311.538461538,155396.153846154,0.48721843130000003,0.4887203009,0.4862369993,1919.7,2053.21,1832.96,23271.428571428598,1275.0,187.5,5.35714285714286,1521.42857142857,0.49964988301700003,1.73169543438,4.9585082193800005,24.951657851100002,2.10766310186,6450.32,26422.24,246579.66,1067628.0,53041.0,20565.9683426335,43687.5,0.553013902721213,0.49679441090000004,4652.197648311189,7134.77,0.00389203079976141,0.021391620747745,2.76488645287096,,,,,65.0
310_200,-33.7253,-18.6635,SATL,PS79,310,200,4332.0,200.0,36.4755,0.069,100.23,20.3527,1025.7934,185561.538461538,184.603887449093,4.430493298778231,0.458604766892468,0.0091392173119268,177.63592857862,0.0298279657382467,33.525584975369505,0.0115954864475675,132506086981374.0,0.06,1.26506086981374,0.3,731598121974224.0,87492.3076923077,96546.15384615381,0.4874166269,0.4890593129,0.4859297729,1996.6,2162.48,1852.55,739.285714285714,128.571428571429,21.4285714285714,0.0,150.0,0.500419299805,1.8688016156599998,4.1181517771,0.0,2.19013736042,7354.44,62037.25,49251.0,0.0,60210.64,21340.3454298406,0.0,0.535341606470383,0.0,4623.25954261442,0.0,0.00292091444134712,0.0155564117059112,1.51142602650372,,,,,65.0
310_800,-33.7253,-18.6635,SATL,PS79,310,800,4332.0,800.0,34.3879,0.069,100.9,4.0848,1027.2904,44592.307692307695,23.870033856114997,63740954426428.6,5.67691296791567,76151046900250.6,60457952426465.0,69448173573028.2,73385134148321.9,0.392817781255438,306884291763491.0,0.04,30.6484291763491,2.24,339148697823076.0,24242.3076923077,20180.769230769198,0.4903842461,0.4921653749,0.4882580165,2183.65,2150.75,2195.66,37.5,16.071428571428598,0.0,0.0,16.071428571428598,0.488147029781,1.65627369114,0.0,0.0,1.65627369114,5241.86,239444.33,0.0,0.0,239444.33,18690.1111323919,0.0,0.595823413605907,0.0,4722.29754553027,0.0,59047885723122.4,65193214591072.9,0.12209931427122801,,,,,65.0
310_1000,-33.7253,-18.6635,SATL,PS79,310,1000,4332.0,1000.0,34.5257,0.069,100.91,3.5538,1027.454,475027.827900397,16.6384718750752,132929227026231.0,10.880569659092801,155041352936661.0,114830373840976.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.2803793442758,265097584514395.0,269812.76758374396,201784.889770545,0.48690437919361895,0.48794196525472106,0.4854188177883279,2014.43590868415,2108.3519829473103,1921.7540717398397,1621.06752378813,1491.93120053374,744.4281580551781,2.61393525493257,2272.93742145853,0.5018017232800229,1.5032800762905902,4.241869102925,5.903070533234691,2.68292986624925,7250.65773710182,80627.7045033044,258456.780131469,586221.8424946,141889.814328459,16533.549347627,0.0,0.6450389694032029,0.0,4802.88724000873,0.0,114251237378765.0,138263438044401.0,0.0637050450736913,,,,,65.0
310_2500,-33.7253,-18.6635,SATL,PS79,310,2500,4332.0,2500.0,34.9385,0.069,100.96,2.9346,1027.8421,27457.6923076923,101.81229180234301,141526829428360.0,11.7211467402897,164844567545103.0,121586901260976.0,154065863091022.0,149203213629955.0,0.527766741861084,189794612053257.0,0.03,18.949461205325697,1.44,263222222255301.0,16161.538461538501,11126.9230769231,0.4917806969,0.4933169321,0.48957680929999997,2273.36,2277.25,2273.94,48.21428571428571,37.5,0.0,0.0,37.5,0.48821732396300005,1.8523398322599998,0.0,0.0,1.8523398322599998,7473.78,286931.43,0.0,0.0,286931.43,16265.5666377785,0.0,0.6511546847527161,0.0,4812.90162719892,0.0,121111019404909.0,147343426676581.0,0.271438175548935,,,,,65.0
310_4300,-33.7253,-18.6635,SATL,PS79,310,4300,4332.0,4300.0,34.7154,0.069,100.85,0.4381,1027.8519999999999,27161.5384615385,78.5142361734378,232358444475298.0,15.4218089214377,268413187479903.0,192967999032549.0,252875080063497.0,237737007315543.0,0.6853484627122299,294525518762034.0,0.0,29.452551876203398,2.11,106.0,17176.9230769231,9773.07692307692,0.4929948965,0.4949584829,0.4896736625,2665.59,2857.19,2347.58,75.0,21.4285714285714,32.1428571428571,0.0,53.571428571428605,0.49004337275399995,1.8323462141,3.1870934270599998,0.0,2.6451945315,6028.21,255833.0,273493.17,0.0,266429.1,13434.3933406544,0.0,0.715765756116765,0.0,4918.70123500181,0.0,193582977418504.0,243271336981504.0,0.202519398014667,,,,,65.0
311_0,-31.8615,-15.5217,SATL,PS79,311,0,4705.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.134705954278,591334.615384615,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,288496.153846154,298946.153846154,0.4882643633,0.48912592850000003,0.48743463530000003,1858.28,1945.81,1775.51,69.64285714285711,267.857142857143,225.0,0.0,573.214285714286,0.48772851618199997,2.7285864435000002,6.3822965062599994,0.0,4.12703975494,6441.85,35417.56,227366.55,0.0,109955.5,664.285714285714,0.0,1.7217230607799998,0.0,11510.3,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,70.0
311_2,-31.8615,-15.5217,SATL,PS79,311,2,4705.0,503.822060958725,35.2136919949055,0.12548008930510002,99.31821514116699,10.2073059815994,678.1347059542791,582238.461538461,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,277411.53846153803,301061.53846153803,0.4884535805,0.48944280409999996,0.48753608090000006,1886.2,1975.31,1802.39,53.571428571428605,321.428571428571,208.92857142857102,0.0,632.142857142857,0.49735489668000005,2.42232858314,5.97705269538,0.0,3.6366543271800005,7217.2,55898.57,343434.31,0.0,152445.97,144.642857142857,0.0,0.6949891853,0.0,5985.73,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,70.0
311_20,-31.8615,-15.5217,SATL,PS79,311,20,4705.0,20.0,37.2399,0.069,99.95,26.8821,1024.4439,592984.615384615,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410206.0,140823109886701.0,0.512850955314503,212175156619663.0,0.196544893096811,16.036191544286698,61.280379344276106,265097584514395.0,289342.307692308,300088.46153846104,0.4891249481,0.49007093090000003,0.48822834649999997,1885.13,1998.42,1777.28,48.21428571428571,251.785714285714,294.642857142857,5.35714285714286,589.285714285714,0.503298058163,2.4214331862200003,6.34101616094,20.8598511231,4.3750280745,8980.89,42793.09,501418.73,4654968.0,269963.96,246.42857142857102,0.0,0.6995577976999999,0.0,5985.73,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,1.71484370608902,5.555807105678652,1.3239526270873603,3.7582470067864007,70.0
311_60,-31.8615,-15.5217,SATL,PS79,311,60,4705.0,60.0,37.2379,0.069,99.84,26.7293,1024.4914,532400.0,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410205.0,140823109886700.0,0.512850955314503,212175156619664.0,0.196544893096811,16.0361915442866,61.28037934427589,265097584514395.0,268484.615384615,260869.230769231,0.48866127049999997,0.4895650961,0.4877194157,1903.42,2016.92,1788.63,69.64285714285711,300.0,283.928571428571,0.0,632.142857142857,0.492470328418,1.79809586818,5.401135046219999,0.0,3.4682355049800004,5391.31,39643.91,186183.51,0.0,105146.19,680.357142857143,0.0,0.6126487433,0.0,6407.55,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,1.5153035215467598,4.550802183762591,1.4536657682891398,4.278770783765748,70.0
311_80,-31.8615,-15.5217,SATL,PS79,311,80,4705.0,80.0,37.2467,0.069,99.68,26.6431,1024.5256,600388.461538461,104.01755281125999,132929227026232.0,11.370863173916199,155041352936661.0,114830373840977.0,144713146410206.0,140823109886701.0,0.512850955314503,212175156619663.0,0.196544893096811,16.0361915442866,61.280379344276,265097584514395.0,326023.076923077,270726.923076923,0.48791719850000004,0.48882246890000003,0.4868082113,1883.55,1989.95,1755.83,80.3571428571429,482.142857142857,648.214285714286,0.0,1173.21428571429,0.493873889563,1.7229556258200003,5.306633654780001,0.0,3.7142437724599997,3211.36,53641.69,264180.24,0.0,168796.32,1644.64285714286,0.0,0.5115331769,0.0,6407.55,0.0,114251237378765.0,138263438044401.0,0.27796163378508004,,,,,70.0
